id,traditional,simplified,pinyin,meaning,LEVEL
3370,人類,人类,rénlèi,"man, wight, human_being, human, human race, mankind, individual, human species, Homo_sapiens, populace, creature, hominid, world, mortality, microcosm, humans, humanitarianism, humanity, humanness, human beings/species, people, species, humankind, human beings, public, mortal",3
3371,人工,人工,réngōng,"man-made, artificiality, manual work, manpower, art, labor",3
3372,人民,人民,rénmín,"multitude, citizen, quarter, Volk, hoi polloi, subject, people, nationals, masses, the people, mass, demotic",3
3373,人民幣,人民币,rénmínbì,"RMB, PRC currency",3
3374,人群,人群,rénqún,"multitude, scrooge, herd, ruck, scrouge, meiny, crowd, troop, confluence, drove, throng, flock, gang",3
3375,人生,人生,rénshēng,"lifetime, life, lifespan, human life, time of life",3
3376,人員,人员,rényuán,"strength, personnel, force, staff",3
3377,認得,认得,rèn de,"to recognize, to remember sth (or sb) on seeing it, to know",3
3378,認出,认出,rèn chū,"recognition, to recognize",3
3379,認可,认可,rènkě,"to approve, approval, acknowledgment, OK",3
3380,任,任,rèn,"serve in a position, appoint to a position",3
3381,任何,任何,rènhé,"aught, det.: any",3
3382,仍然,仍然,réngrán,"still, yet",3
3383,仍,仍,réng,"yet, anyway, still",3
3384,任務,任务,rènwu,"imperative, assignment, cue, duty assignment, task, service, chore, labor, errand, job, lookout, undertaking, mission, military mission, duty, project, role",3
3385,日常,日常,rìcháng,"daily, everyday",3
3386,如何,如何,rúhé,how,3
3387,容易,容易,róngyì,easy,3
3388,沙發,沙发,shāfā,"lounge, settee, sofa",3
3389,散步,散步,sàn bù,take a walk,3
3390,傷心,伤心,shāng xīn,"injure, offend, broken-hearted, be sad, pierce, hurt, grieved, sad, spite, aggrieve, grieve, be grieved, sadden, smart, wound",3
3391,傷,伤,shāng,"injure, wound, fall ill from, damage, harm",3
3392,商業,商业,shāngyè,"business enterprise, commercial, people, mercantilism, commercial pursuit, commercial enterprise, business sector, merchantry, trade, mercantile pursuit, business, commerce",3
3393,商品,商品,shāngpǐn,"article, product, merchandise, commodity, wares, ware, goods",3
3394,上面,上面,shàngmian,"surface of, aspect, higher authority, upper side, the higher authorities, on top/surface of, on surface of, top, the higher-ups, top side, upside, on top of, respect, above, on top, regard",3
3395,上去,上去,shàng qu,to go up,3
3396,上來,上来,shàng lai,"come_up, come up",3
3397,上升,上升,shàngshēng,rise,3
3398,沙子,沙子,shāzi,"sand, grit, CL:粒[li4],把[ba3]",3
3399,上衣,上衣,shàngyī,"jacket, upper outer garment, CL:件[jian4]",3
3400,設計,设计,shèjì,"design, plan",3
3401,設備,设备,shèbèi,"installation, set, device, appointment, plant, fixing, system, appliance, fixture, fitting, accommodation, fitment, finishing, unit, furnishings, materiel, contrivance, paraphernalia, facilities, rig, equipage, setout, facility, fixings, equipment",3
3402,設立,设立,shèlì,"establish, found",3
3403,身份證,身份证,shēnfènzhèng,"identity card, ID",3
3404,社會,社会,shèhuì,"community, society, monde, social, public",3
3405,深刻,深刻,shēnkè,"deep, profound",3
3406,深,深,shēn,"deepen, penetrating, profound, deep, dark",3
3407,深入,深入,shēnrù,"thorough, deep-going",3
3408,生產,生产,shēngchǎn,"produce, manufacture",3
3409,生存,生存,shēngcún,"live, exist",3
3410,升,升,shēng,"litre, raise variant of 升[sheng1]",3
3411,生動,生动,shēngdòng,"lively, moving, vivid, lifelike",3
3412,生命,生命,shēngmìng,"breath, god, head, anima, days, organism, blood, life, living thing, skin, longevity, being, vital, life form",3
3413,生意,生意,shēngyi,"business enterprise, vocation, practice, merchant, dealing, patronage, deal, commercial enterprise, trade, biz, business, dealings, racket",3
3414,生長,生长,shēngzhǎng,"grow, develop",3
3415,生,生,shēng,"give birth to, bear, grow, get, have, cause to happen, make (a fire), exist, live",3
3416,聲明,声明,shēngmíng,"statement, pronouncement",3
3417,勝,胜,shèng,"be superior to, surpass, succeed, win victory, be victorious, get the better of, can bear, carry, excel, be successful, win",3
3418,勝利,胜利,shènglì,win victory/success,3
3419,石頭,石头,shítou,"stony, chimney, rock, lapis, stone",3
3420,石油,石油,shíyóu,"crude, rock oil, crude oil, oil, coal oil, fossil_oil, fossil oil, petroleum",3
3421,時,时,shí,"time (when), period, hour",3
3422,失去,失去,shīqù,"desert, shear, outgrow, loss, lost, miss, lose",3
3423,時代,时代,shídài,"day, period, a period in one's life, epoch, present time, historical period, time, chapter, period in one's life, modern times, historic period, contemporary world, times, era, modern world, age",3
3424,實際上,实际上,shíjìshang,"in fact, in reality, as a matter of fact, in practice",3
3425,實行,实行,shíxíng,"put into effect, fulfil, put ... into practice, practise, practice, put into practice/effect, live, pass, obtain, prosecute, cause, phase, meet, carry_out, pull, effect, operate, carry out, actualize, use, effectuate, put ... into effect, perform, apply, put into practice, run, implement, execute, do, make, wage, implementation",3
3426,實力,实力,shílì,"strength, actual strength, efficiency",3
3427,時刻,时刻,shíkè,"moment, occasion, juncture, sand, hour, time",3
3428,實驗室,实验室,shíyànshì,"lab, science lab, laboratory",3
3429,實驗,实验,shíyàn,"experiment, test",3
3430,食品,食品,shípǐn,"menu, vivers, viand, chow, eatable, provisions, tuck, foodstuff, viands, nourishment, comestible, tack, nutrient, victual, food, grocery, victualage, cuisine",3
3431,始終,始终,shǐzhōng,"all_the_time, from beginning to end, from start to finish, always, all along, evermore, throughout",3
3432,使,使,shǐ,"rarefy, piss_off, germinate, drench, blow_out, leave, cut_up, refract, run, dress_up, compose, shed, frizz, put_off, trot, send, strike, send (as envoy), peal, alienate, pull_in, tone_up, bring around, astound, sublease, wither, cripple, bed_down, address, rehearse, usage, warm, smell_out, throw, inflect, get_down, skunk, capsize, congeal, bowl_over, bring_on, unseat, ensure, amalgamate, pro",3
3433,世紀,世纪,shìjì,"one C, centred, C, century, age, hundred, 100",3
3434,世界,世界,shìjiè,"mundane, creation, world, monde, orb, nature, domain",3
3435,市場,市场,shìchǎng,"bourse, bazar, marketplace, grocery store, agora, bazaar, securities industry, grocery, piazza, plaza, rialto, mart, pitch, market",3
3436,世界杯,世界杯,shìjièbēi,World Cup,3
3437,事故,事故,shìgù,"circumstance, trouble, mischance, accident, mishap, affair, bad luck, natural event, happening, occurrence",3
3438,事件,事件,shìjiàn,"fact, event, page, incidental, go, case, job, natural event, timing, proceedings, social occasion, happening, occurrence, matter, occasion, incident, shebang, affair, chapter, concernment",3
3439,事實,事实,shìshí,"mood, circumstance, fact, factual, reality, verity, case, deed, sooth, troth, actuality, truth, matter, matter of fact",3
3440,事實上,事实上,shìshíshang,"in fact, in reality, actually, as a matter of fact, de facto, ipso facto",3
3441,事業,事业,shìyè,"proposition, task, pidgin, institution, undertaking, deed, facilities, life history, endeavour, endeavor, cause, career, project, action, enterprise",3
3442,試驗,试验,shìyàn,"test, experiment",3
3443,試題,试题,shìtí,"exam question, test topic",3
3444,適合,适合,shìhé,"qualify, conform, fit, go, befit, quadrate, will, accord, tailor, beseem, serve, comport, gee, answer, become, fit_in, service, pertain, like, accommodate, agree, belong, characterize, make, suit, match",3
3445,適用,适用,shìyòng,"applicable, lend oneself, apply, be applicable, suit",3
3446,適應,适应,shìyìng,"be accustomed to, conform, be used to, fit, humor, gear, orient, phase, adjust, accommodate, be accustomed, be inure to, get used to, adaptation, adapt, suit",3
3447,收費,收费,shōu fèi,"collect fees, charge",3
3448,收看,收看,shōukàn,"watch, tune in, watch (e.g., receive, look in, watch (e.g., TV), tune into, TV)",3
3449,室,室,shì,"surname Shi, room, work unit, grave, scabbard, family or clan, one of the 28 constellations of Chinese astronomy",3
3450,收聽,收听,shōutīng,"to listen (to), to listen (in)",3
3451,手續,手续,shǒuxù,"formality, procedures, formalities, procedure",3
3452,收音機,收音机,shōuyīnjī,"radio, CL:臺|台[tai2]",3
3453,首都,首都,shǒudū,capital (of country),3
3454,手指,手指,shǒuzhǐ,finger,3
3455,首先,首先,shǒuxiān,"first (of all), in the first place",3
3456,受傷,受伤,shòu shāng,"injure, bruise, injured, be wounded, crush, hurt, sustain an injury, be injured, wounded, maimed, wound",3
3457,受,受,shòu,passive signifier,3
3458,輸,输,shū,"lose, be defeated",3
3459,書架,书架,shūjià,"bookshelf, CL:個|个[ge4]",3
3460,熟人,熟人,shúrén,"acquaintance, friend",3
3461,輸入,输入,shūrù,"import, input",3
3462,屬,属,shǔ,"belong, be born in the year of, belong to, be subordinate to, be",3
3463,束,束,shù,"surname Shu, to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control",3
3464,屬於,属于,shǔyú,"fall under, be part of, pertain, appertain, belong, relegate, fall into, belong_to, fall_under, reside, belong to, attach",3
3465,雙方,双方,shuāngfāng,"both, the two parties, two parties, both sides",3
3466,數量,数量,shùliàng,"magnitude, scalar, aggregate, deal, measure, numerical quantity, measurement, sum, worth, amount, quantity, number",3
3467,思想,思想,sīxiǎng,"cogitation, mentation, imagery, imaging, lunatic_fringe, mental imagery, idea, thinking, imagination, ideology, thought, pensee, ideological",3
3468,雙,双,shuāng,m.[general],3
3469,死,死,sǐ,die,3
3470,速度,速度,sùdù,"pacing, wings, rate, quickness, fastness, velocity, swiftness, lick, pace, rapidity, speed, career, tempo",3
3471,隨,随,suí,v.2 right after v.1,3
3472,所,所,suǒ,that which,3
3473,颱,台,tái,short for Taiwan,3
3474,所長,所长,suǒcháng,head of an institute/etc.,3
3475,談判,谈判,tánpàn,"negociate, treat, talks, negotiation, negotiate, talk terms, parley, palaver, negotiations, imparl",3
3476,談話,谈话,tánhuà,"talk, speech",3
3477,談,谈,tán,"talk, chat",3
3478,湯,汤,tāng,"hot/boiling water, hot springs, soup, broth",3
3479,糖,糖,táng,"refined sugar, carob bar, negus, sugar, candy, carbohydrate, sweets",3
3480,特色,特色,tèsè,"motif, a character, a characteristic, manner, trait, differentiation, flavor, colour, singularity, distinction, characteristic, hue, stripe, physiognomy, a distinguishing feature, idiom, specialty, character, difference, particular, distinguishing feature, distinguishing feature/quality, salience, coloration, distinguishing quality, specific, feature, peculiarity, artistic st",3
3481,提問,提问,tíwèn,"to question, to quiz, to grill",3
3482,提前,提前,tíqián,"counter, foresee, shift to an earlier date, set ahead, advance date, advanced, advancement, move up, anticipate, advance, forestall",3
3483,體會,体会,tǐhuì,"know/learn from experience, realize",3
3484,體現,体现,tǐxiàn,"to embody, to reflect, to incarnate",3
3485,題目,题目,tímù,"exam questions, head, lemma, theme, thesis, examination questions, question, text, title, ground, subject, topic, exercise problems, chapter, caption, rubric, heading",3
3486,體驗,体验,tǐyàn,learn through practice/experience,3
3487,天空,天空,tiānkōng,"firmament, heavenly, empyrean, heavens, welkin, blue, canopy, cloud, the heavens, vault, air, sky, the sky, Aether, wild blue yonder, blue air, heaven, blue sky, space",3
3488,甜,甜,tián,"sweet, agreeable",3
3489,跳,跳,tiào,"ricochet, make omissions, sell grain, vault, hop, bounce, bound, omission, omit, palpitate, move up and down, skip over, beat, take, spring, skip, dance, hurdle, skip (over), jump, leap",3
3490,跳高,跳高,tiàogāo,high jump (athletics),3
3491,跳遠,跳远,tiàoyuǎn,long jump (athletics),3
3492,調整,调整,tiáozhěng,"adjust, readjust, regulate, restructure, balance",3
3493,鐵,铁,tiě,"shovel, smoothing iron, iron, ferrous, arms, Surname, Fe, ferrum, spade, weapon",3
3494,跳舞,跳舞,tiào wǔ,"hop, trip the light fantastic, trip, cakewalk, dancing, dance, saltate, hoof, step",3
3495,聽眾,听众,tīngzhòng,"auditor, listener, hearer, audience, auditory, gallery, listeners",3
3496,聽力,听力,tīnglì,"hearing, listening ability",3
3497,通常,通常,tōngcháng,"normal, commonly, customarily, more often than not, general, usual, on average, as a rule, ordinarily, mostly, as usual, typically, generally, normally, by and large, unremarkably, on the average, usually",3
3498,通信,通信,tōngxìn,"communicate by letter, correspond",3
3499,鐵路,铁路,tiělù,"rails, railroad track, loop-line, rail, Pullman, railway, road, couchette, chemmy, railroad",3
3500,停止,停止,tíngzhǐ,"cease, flunk, desist, pass, suspend, stint, pass_off, break_up, stash, cut, stay, cessation, adjourn, rain_out, give, detain, blow_over, seize, give up, balk, cheese, abstain, refrain, knock_off, rest, abandon, break, knock off, drop, go, tie_up, stop, interdict, strike, lay_off, stow, cut off, discontinue, pause, leave_off, leave off, set aside, give_out, cut_out, give_up, delay, quit, cut out",3
3501,同意,同意,tóngyì,"agree, consent, approve",3
3502,痛苦,痛苦,tòngkǔ,be painful; pain,3
3503,痛,痛,tòng,"ache, pain",3
3504,頭,头,tóu,"head, hair (style), top/end of sth., chief",3
3505,頭腦,头脑,tóunǎo,"pericranium, leader, head, noggin, brain, brains, main threads, clue, nous, loaf, bean, psyche, headpiece, mind, pate, skull",3
3506,突出,突出,tū chū,outstanding,3
3507,圖,图,tú,"picture, drawing, chart, map",3
3508,突然,突然,tūrán,"suddenly, presto, unexpectedly, abruptly, at once, all_at_once, all together, all of a sudden, all at once",3
3509,圖畫,图画,túhuà,"drawing, picture",3
3510,土,土,tǔ,"soil, earth, clay, land",3
3511,團,团,tuán,m.[proximation],3
3512,團結,团结,tuánjié,"unite, rally",3
3513,團體,团体,tuántǐ,"fraternity, sect, phalanx, collective, body, group, sodality, element, organisation, corporation, confession, college, establishment, brotherhood, community, organization, squad, union, administration, society, army, commonwealth, consort, company, lineup, combine, governance, clan, combination, fellowship, organizational, bloc, team, party, connection, family, brass, squadron",3
3514,推動,推动,tuī dòng,"push forward, promote",3
3515,推廣,推广,tuīguǎng,"popularize, spread, extend",3
3516,推進,推进,tuījìn,"to impel, to carry forward, to push on, to advance, to drive forward",3
